"","region","year","scenario","input","value"
"1176","South Korea",2015,"1p5","coal",0.8536073
"1177","South Korea",2015,"1p5","coal with CCS",0
"1178","South Korea",2015,"1p5","electricity",0.1954459
"1179","South Korea",2015,"1p5","gas",0.0639627
"1180","South Korea",2015,"1p5","gas with CCS",0
"1181","South Korea",2015,"1p5","hydrogen",0
"1182","South Korea",2015,"1p5","refined liquids",0.00418857
"1183","South Korea",2015,"1p5","refined liquids with CCS",0
"1184","South Korea",2015,"1p5 delay","biomass",0
"1185","South Korea",2015,"1p5 delay","coal",0.8536073
"1186","South Korea",2015,"1p5 delay","coal with CCS",0
"1187","South Korea",2015,"1p5 delay","electricity",0.1954459
"1188","South Korea",2015,"1p5 delay","gas",0.0639627
"1189","South Korea",2015,"1p5 delay","gas with CCS",0
"1190","South Korea",2015,"1p5 delay","hydrogen",0
"1191","South Korea",2015,"1p5 delay","refined liquids",0.00418857
"1192","South Korea",2015,"1p5 delay","refined liquids with CCS",0
"1193","South Korea",2020,"Ref","biomass",0.000126805
"1194","South Korea",2020,"Ref","coal",0.883653015
"1195","South Korea",2020,"Ref","electricity",0.20331003315
"1196","South Korea",2020,"Ref","gas",0.0666903642992
"1197","South Korea",2020,"Ref","hydrogen",0.000032435
"1198","South Korea",2020,"Ref","refined liquids",0.0043700614992
"1199","South Korea",2020,"1p5","biomass",0.000112259
"1200","South Korea",2020,"1p5","coal",0.8634945
"1201","South Korea",2020,"1p5","coal with CCS",0
"1202","South Korea",2020,"1p5","electricity",0.20209026793
"1203","South Korea",2020,"1p5","gas",0.0670534974087
"1204","South Korea",2020,"1p5","gas with CCS",0
"1205","South Korea",2020,"1p5","hydrogen",0
"1206","South Korea",2020,"1p5","refined liquids",0.0043976704087
"1207","South Korea",2020,"1p5","refined liquids with CCS",0
"1208","South Korea",2020,"1p5 delay","biomass",0.000112259
"1209","South Korea",2020,"1p5 delay","coal",0.8634945
"1210","South Korea",2020,"1p5 delay","coal with CCS",0
"1211","South Korea",2020,"1p5 delay","electricity",0.20209026793
"1212","South Korea",2020,"1p5 delay","gas",0.0670534974087
"1213","South Korea",2020,"1p5 delay","gas with CCS",0
"1214","South Korea",2020,"1p5 delay","hydrogen",0
"1215","South Korea",2020,"1p5 delay","refined liquids",0.0043976704087
"1216","South Korea",2020,"1p5 delay","refined liquids with CCS",0
"1217","South Korea",2025,"Ref","biomass",0.001310026
"1218","South Korea",2025,"Ref","coal",0.877927538
"1219","South Korea",2025,"Ref","electricity",0.2013984931
"1220","South Korea",2025,"Ref","gas",0.0617338894188
"1221","South Korea",2025,"Ref","hydrogen",0.0038649633
"1222","South Korea",2025,"Ref","refined liquids",0.0041246046188
"1223","South Korea",2025,"1p5","biomass",0.0028552633
"1224","South Korea",2025,"1p5","coal",0.652934391
"1225","South Korea",2025,"1p5","coal with CCS",0.001850357
"1226","South Korea",2025,"1p5","electricity",0.19303515494
"1227","South Korea",2025,"1p5","gas",0.060944004523
"1228","South Korea",2025,"1p5","gas with CCS",0.00153800526
"1229","South Korea",2025,"1p5","hydrogen",0.013525956
"1230","South Korea",2025,"1p5","refined liquids",0.004234680103
"1231","South Korea",2025,"1p5","refined liquids with CCS",0.0000814917853
"1232","South Korea",2025,"1p5 delay","biomass",0.0008525245
"1233","South Korea",2025,"1p5 delay","coal",0.798915451
"1234","South Korea",2025,"1p5 delay","coal with CCS",0
"1235","South Korea",2025,"1p5 delay","electricity",0.19594299983
"1236","South Korea",2025,"1p5 delay","gas",0.0562134454578
"1237","South Korea",2025,"1p5 delay","gas with CCS",0
"1238","South Korea",2025,"1p5 delay","hydrogen",0.012229999
"1239","South Korea",2025,"1p5 delay","refined liquids",0.0038861478178
"1240","South Korea",2025,"1p5 delay","refined liquids with CCS",0
"1241","South Korea",2030,"Ref","biomass",0.0037722696
"1242","South Korea",2030,"Ref","coal",0.8636992102
"1243","South Korea",2030,"Ref","electricity",0.19723308068
"1244","South Korea",2030,"Ref","gas",0.0537046829941
"1245","South Korea",2030,"Ref","hydrogen",0.0077586451
"1246","South Korea",2030,"Ref","refined liquids",0.0037312638241
"1247","South Korea",2030,"1p5","biomass",0.0067515948
"1248","South Korea",2030,"1p5","coal",0.397049146
"1249","South Korea",2030,"1p5","coal with CCS",0.014888985
"1250","South Korea",2030,"1p5","electricity",0.21133524496
"1251","South Korea",2030,"1p5","gas",0.0551086417329
"1252","South Korea",2030,"1p5","gas with CCS",0.005958401341
"1253","South Korea",2030,"1p5","hydrogen",0.040129749
"1254","South Korea",2030,"1p5","refined liquids",0.0044177901129
"1255","South Korea",2030,"1p5","refined liquids with CCS",0.0003161948493
"1256","South Korea",2030,"1p5 delay","biomass",0.0020035655
"1257","South Korea",2030,"1p5 delay","coal",0.689622782
"1258","South Korea",2030,"1p5 delay","coal with CCS",0
"1259","South Korea",2030,"1p5 delay","electricity",0.19040556233
"1260","South Korea",2030,"1p5 delay","gas",0.0419737591706
"1261","South Korea",2030,"1p5 delay","gas with CCS",0
"1262","South Korea",2030,"1p5 delay","hydrogen",0.029052053
"1263","South Korea",2030,"1p5 delay","refined liquids",0.0032856794806
"1264","South Korea",2030,"1p5 delay","refined liquids with CCS",0
"1265","South Korea",2035,"Ref","biomass",0.0064788986
"1266","South Korea",2035,"Ref","coal",0.8398488507
"1267","South Korea",2035,"Ref","electricity",0.190052308763
"1268","South Korea",2035,"Ref","gas",0.0450125261054
"1269","South Korea",2035,"Ref","hydrogen",0.01058068631
"1270","South Korea",2035,"Ref","refined liquids",0.0032883740954
"1271","South Korea",2035,"1p5","biomass",0.0072708338
"1272","South Korea",2035,"1p5","coal",0.174018402
"1273","South Korea",2035,"1p5","coal with CCS",0.047026475
"1274","South Korea",2035,"1p5","electricity",0.219766945564
"1275","South Korea",2035,"1p5","gas",0.0425286122633
"1276","South Korea",2035,"1p5","gas with CCS",0.010148382901
"1277","South Korea",2035,"1p5","hydrogen",0.0613274345
"1278","South Korea",2035,"1p5","refined liquids",0.0041264207233
"1279","South Korea",2035,"1p5","refined liquids with CCS",0.0005399111064
"1280","South Korea",2035,"1p5 delay","biomass",0.0052985371
"1281","South Korea",2035,"1p5 delay","coal",0.416338788
"1282","South Korea",2035,"1p5 delay","coal with CCS",0.01206793
"1283","South Korea",2035,"1p5 delay","electricity",0.186205041907
"1284","South Korea",2035,"1p5 delay","gas",0.0331538847672
"1285","South Korea",2035,"1p5 delay","gas with CCS",0.00349045793
"1286","South Korea",2035,"1p5 delay","hydrogen",0.047255067
"1287","South Korea",2035,"1p5 delay","refined liquids",0.0031112346672
"1288","South Korea",2035,"1p5 delay","refined liquids with CCS",0.000185439406
"1289","South Korea",2040,"Ref","biomass",0.007751474
"1290","South Korea",2040,"Ref","coal",0.801870584
"1291","South Korea",2040,"Ref","electricity",0.180223816
"1292","South Korea",2040,"Ref","gas",0.040109942647
"1293","South Korea",2040,"Ref","hydrogen",0.0104139547
"1294","South Korea",2040,"Ref","refined liquids",0.003004500877
"1295","South Korea",2040,"1p5","biomass",0.004077745
"1296","South Korea",2040,"1p5","coal",0.0538942223
"1297","South Korea",2040,"1p5","coal with CCS",0.071801084
"1298","South Korea",2040,"1p5","electricity",0.21365184637
"1299","South Korea",2040,"1p5","gas",0.0285508265465
"1300","South Korea",2040,"1p5","gas with CCS",0.0126445306562
"1301","South Korea",2040,"1p5","hydrogen",0.0668473314
"1302","South Korea",2040,"1p5","refined liquids",0.0035172522931
"1303","South Korea",2040,"1p5","refined liquids with CCS",0.0006735446417
"1304","South Korea",2040,"1p5 delay","biomass",0.004698024
"1305","South Korea",2040,"1p5 delay","coal",0.230582989
"1306","South Korea",2040,"1p5 delay","coal with CCS",0.03107925
"1307","South Korea",2040,"1p5 delay","electricity",0.18785569774
"1308","South Korea",2040,"1p5 delay","gas",0.0295183322633
"1309","South Korea",2040,"1p5 delay","gas with CCS",0.00741508117
"1310","South Korea",2040,"1p5 delay","hydrogen",0.0555035642
"1311","South Korea",2040,"1p5 delay","refined liquids",0.0031366595963
"1312","South Korea",2040,"1p5 delay","refined liquids with CCS",0.000394288268
"1313","South Korea",2045,"Ref","biomass",0.008401708
"1314","South Korea",2045,"Ref","coal",0.751309581
"1315","South Korea",2045,"Ref","electricity",0.1686731831
"1316","South Korea",2045,"Ref","gas",0.035948323133
"1317","South Korea",2045,"Ref","hydrogen",0.01195933
"1318","South Korea",2045,"Ref","refined liquids",0.002741112933
"1319","South Korea",2045,"1p5","biomass",0.000069426837
"1320","South Korea",2045,"1p5","coal",0.00328542121
"1321","South Korea",2045,"1p5","coal with CCS",0.054774214
"1322","South Korea",2045,"1p5","electricity",0.2003415986823
"1323","South Korea",2045,"1p5","gas",0.007701041996395
"1324","South Korea",2045,"1p5","gas with CCS",0.013546549336
"1325","South Korea",2045,"1p5","hydrogen",0.075621761142
"1326","South Korea",2045,"1p5","refined liquids",0.002475888679705
"1327","South Korea",2045,"1p5","refined liquids with CCS",0.00072019532
"1328","South Korea",2045,"1p5 delay","biomass",0.00086617788
"1329","South Korea",2045,"1p5 delay","coal",0.0137155205
"1330","South Korea",2045,"1p5 delay","coal with CCS",0.032521254
"1331","South Korea",2045,"1p5 delay","electricity",0.201069160449
"1332","South Korea",2045,"1p5 delay","gas",0.01689285294892
"1333","South Korea",2045,"1p5 delay","gas with CCS",0.01296724502
"1334","South Korea",2045,"1p5 delay","hydrogen",0.07637017314
"1335","South Korea",2045,"1p5 delay","refined liquids",0.0029080413482
"1336","South Korea",2045,"1p5 delay","refined liquids with CCS",0.000688140853
"1337","South Korea",2050,"Ref","biomass",0.008434145
"1338","South Korea",2050,"Ref","coal",0.695144563
"1339","South Korea",2050,"Ref","electricity",0.1554752167
"1340","South Korea",2050,"Ref","gas",0.032331362301
"1341","South Korea",2050,"Ref","hydrogen",0.012561328
"1342","South Korea",2050,"Ref","refined liquids",0.002490535241
"1343","South Korea",2050,"1p5","biomass",0.00000005207237
"1344","South Korea",2050,"1p5","coal",0.000020121684065
"1345","South Korea",2050,"1p5","coal with CCS",0.023869881
"1346","South Korea",2050,"1p5","electricity",0.179303111821855
"1347","South Korea",2050,"1p5","gas",0.00005023461
"1348","South Korea",2050,"1p5","gas with CCS",0.010577389158
"1349","South Korea",2050,"1p5","hydrogen",0.07563107307777
"1350","South Korea",2050,"1p5","refined liquids",0.001940483139
"1351","South Korea",2050,"1p5","refined liquids with CCS",0.0005611487455
"1352","South Korea",2050,"1p5 delay","biomass",0.00000002722399
"1353","South Korea",2050,"1p5 delay","coal",0.000009584596306
"1354","South Korea",2050,"1p5 delay","coal with CCS",0.0131534
"1355","South Korea",2050,"1p5 delay","electricity",0.181102213830649
"1356","South Korea",2050,"1p5 delay","gas",0.00002387523
"1357","South Korea",2050,"1p5 delay","gas with CCS",0.010583086063
"1358","South Korea",2050,"1p5 delay","hydrogen",0.07653117250449
"1359","South Korea",2050,"1p5 delay","refined liquids",0.001975219817
"1360","South Korea",2050,"1p5 delay","refined liquids with CCS",0.0005607744084
"1361","US",2015,"Ref","biomass",0
"1362","US",2015,"Ref","coal",0.5036184
"1363","US",2015,"Ref","electricity",0.1940623
"1364","US",2015,"Ref","gas",0.38946492
"1365","US",2015,"Ref","hydrogen",0
"1366","US",2015,"Ref","refined liquids",0.00824825
"1367","US",2015,"1p5","biomass",0
"1368","US",2015,"1p5","coal",0.5036184
"1369","US",2015,"1p5","coal with CCS",0
"1370","US",2015,"1p5","electricity",0.1940623
"1371","US",2015,"1p5","gas",0.38946492
"1372","US",2015,"1p5","gas with CCS",0
"1373","US",2015,"1p5","hydrogen",0
"1374","US",2015,"1p5","refined liquids",0.00824825
"1375","US",2015,"1p5","refined liquids with CCS",0
"1376","US",2015,"1p5 delay","biomass",0
"1377","US",2015,"1p5 delay","coal",0.5036184
"1378","US",2015,"1p5 delay","coal with CCS",0
"1379","US",2015,"1p5 delay","electricity",0.1940623
"1380","US",2015,"1p5 delay","gas",0.38946492
"1381","US",2015,"1p5 delay","gas with CCS",0
"1382","US",2015,"1p5 delay","hydrogen",0
"1383","US",2015,"1p5 delay","refined liquids",0.00824825
"1384","US",2015,"1p5 delay","refined liquids with CCS",0
"1385","US",2020,"Ref","biomass",0.0000482264
"1386","US",2020,"Ref","coal",0.5772827148
"1387","US",2020,"Ref","electricity",0.21836267746
"1388","US",2020,"Ref","gas",0.3904057928069
"1389","US",2020,"Ref","hydrogen",0.004352466
"1390","US",2020,"Ref","refined liquids",0.0087411753069
"1391","US",2020,"1p5","biomass",0.0000426251
"1392","US",2020,"1p5","coal",0.56031229
"1393","US",2020,"1p5","coal with CCS",0
"1394","US",2020,"1p5","electricity",0.22012269273
"1395","US",2020,"1p5","gas",0.4103283234055
"1396","US",2020,"1p5","gas with CCS",0
"1397","US",2020,"1p5","hydrogen",0
"1398","US",2020,"1p5","refined liquids",0.0090489243055
"1399","US",2020,"1p5","refined liquids with CCS",0
"1400","US",2020,"1p5 delay","biomass",0.0000426251
"1401","US",2020,"1p5 delay","coal",0.56031229
"1402","US",2020,"1p5 delay","coal with CCS",0
"1403","US",2020,"1p5 delay","electricity",0.22012269273
"1404","US",2020,"1p5 delay","gas",0.4103283234055
"1405","US",2020,"1p5 delay","gas with CCS",0
"1406","US",2020,"1p5 delay","hydrogen",0
"1407","US",2020,"1p5 delay","refined liquids",0.0090489243055
"1408","US",2020,"1p5 delay","refined liquids with CCS",0
"1409","US",2025,"Ref","biomass",0.0004173958
"1410","US",2025,"Ref","coal",0.6142655151
"1411","US",2025,"Ref","electricity",0.22743270039
"1412","US",2025,"Ref","gas",0.3625005671639
"1413","US",2025,"Ref","hydrogen",0.0073072268
"1414","US",2025,"Ref","refined liquids",0.0086077483639
"1415","US",2025,"1p5","biomass",0.0006959897
"1416","US",2025,"1p5","coal",0.40785494
"1417","US",2025,"1p5","coal with CCS",0.0117747
"1418","US",2025,"1p5","electricity",0.21693865472
"1419","US",2025,"1p5","gas",0.2300112359033
"1420","US",2025,"1p5","gas with CCS",0.0175005708
"1421","US",2025,"1p5","hydrogen",0.0205791134
"1422","US",2025,"1p5","refined liquids",0.0072007819033
"1423","US",2025,"1p5","refined liquids with CCS",0.00022254206
"1424","US",2025,"1p5 delay","biomass",0.0002241791
"1425","US",2025,"1p5 delay","coal",0.515430068
"1426","US",2025,"1p5 delay","coal with CCS",0
"1427","US",2025,"1p5 delay","electricity",0.21703568101
"1428","US",2025,"1p5 delay","gas",0.3395496574193
"1429","US",2025,"1p5 delay","gas with CCS",0
"1430","US",2025,"1p5 delay","hydrogen",0.0118136352
"1431","US",2025,"1p5 delay","refined liquids",0.0082527351193
"1432","US",2025,"1p5 delay","refined liquids with CCS",0
"1433","US",2030,"Ref","biomass",0.0011617888
"1434","US",2030,"Ref","coal",0.6340118218
"1435","US",2030,"Ref","electricity",0.234262865699
"1436","US",2030,"Ref","gas",0.3448231245691
"1437","US",2030,"Ref","hydrogen",0.01031987575
"1438","US",2030,"Ref","refined liquids",0.0085545045391
"1439","US",2030,"1p5","biomass",0.0013411381
"1440","US",2030,"1p5","coal",0.216698172
"1441","US",2030,"1p5","coal with CCS",0.073960053
"1442","US",2030,"1p5","electricity",0.228094432163
"1443","US",2030,"1p5","gas",0.0964782202731
"1444","US",2030,"1p5","gas with CCS",0.0445457505
"1445","US",2030,"1p5","hydrogen",0.0569746949
"1446","US",2030,"1p5","refined liquids",0.0060894637031
"1447","US",2030,"1p5","refined liquids with CCS",0.000570055206
"1448","US",2030,"1p5 delay","biomass",0.0005096564
"1449","US",2030,"1p5 delay","coal",0.436385785
"1450","US",2030,"1p5 delay","coal with CCS",0
"1451","US",2030,"1p5 delay","electricity",0.222314719795
"1452","US",2030,"1p5 delay","gas",0.262614104449
"1453","US",2030,"1p5 delay","gas with CCS",0
"1454","US",2030,"1p5 delay","hydrogen",0.0327194556
"1455","US",2030,"1p5 delay","refined liquids",0.007631362209
"1456","US",2030,"1p5 delay","refined liquids with CCS",0
"1457","US",2035,"Ref","biomass",0.00206616123
"1458","US",2035,"Ref","coal",0.6444784709
"1459","US",2035,"Ref","electricity",0.239523954602
"1460","US",2035,"Ref","gas",0.3346910490373
"1461","US",2035,"Ref","hydrogen",0.01231674852
"1462","US",2035,"Ref","refined liquids",0.0085616040873
"1463","US",2035,"1p5","biomass",0.00114289273
"1464","US",2035,"1p5","coal",0.0623660481
"1465","US",2035,"1p5","coal with CCS",0.141019854
"1466","US",2035,"1p5","electricity",0.231078260289
"1467","US",2035,"1p5","gas",0.02570122233637
"1468","US",2035,"1p5","gas with CCS",0.06897811254
"1469","US",2035,"1p5","hydrogen",0.0747280238
"1470","US",2035,"1p5","refined liquids",0.00544023915537
"1471","US",2035,"1p5","refined liquids with CCS",0.000884887366
"1472","US",2035,"1p5 delay","biomass",0.00101654426
"1473","US",2035,"1p5 delay","coal",0.236843882
"1474","US",2035,"1p5 delay","coal with CCS",0.06359073
"1475","US",2035,"1p5 delay","electricity",0.221144618504
"1476","US",2035,"1p5 delay","gas",0.10196580080204
"1477","US",2035,"1p5 delay","gas with CCS",0.0327348219
"1478","US",2035,"1p5 delay","hydrogen",0.0551694338
"1479","US",2035,"1p5 delay","refined liquids",0.00598556499204
"1480","US",2035,"1p5 delay","refined liquids with CCS",0.00041966766
"1481","US",2040,"Ref","biomass",0.0026962311
"1482","US",2040,"Ref","coal",0.649218755
"1483","US",2040,"Ref","electricity",0.24312743753
"1484","US",2040,"Ref","gas",0.3344383088795
"1485","US",2040,"Ref","hydrogen",0.0128354507
"1486","US",2040,"Ref","refined liquids",0.0086458199795
"1487","US",2040,"1p5","biomass",0.00025321414
"1488","US",2040,"1p5","coal",0.00377590879
"1489","US",2040,"1p5","coal with CCS",0.136599644
"1490","US",2040,"1p5","electricity",0.228496884218
"1491","US",2040,"1p5","gas",0.002458646611
"1492","US",2040,"1p5","gas with CCS",0.07528633406
"1493","US",2040,"1p5","hydrogen",0.07977221959
"1494","US",2040,"1p5","refined liquids",0.00520473637461
"1495","US",2040,"1p5","refined liquids with CCS",0.000964395983
"1496","US",2040,"1p5 delay","biomass",0.0007643314
"1497","US",2040,"1p5 delay","coal",0.1058609378
"1498","US",2040,"1p5 delay","coal with CCS",0.10136889
"1499","US",2040,"1p5 delay","electricity",0.22254098073
"1500","US",2040,"1p5 delay","gas",0.0282529212815
"1501","US",2040,"1p5 delay","gas with CCS",0.0556808074
"1502","US",2040,"1p5 delay","hydrogen",0.06313364604
"1503","US",2040,"1p5 delay","refined liquids",0.0053300817855
"1504","US",2040,"1p5 delay","refined liquids with CCS",0.0007132829
"1505","US",2045,"Ref","biomass",0.003201077
"1506","US",2045,"Ref","coal",0.649352515
"1507","US",2045,"Ref","electricity",0.24533324727
"1508","US",2045,"Ref","gas",0.3287785992362
"1509","US",2045,"Ref","hydrogen",0.0150134555
"1510","US",2045,"Ref","refined liquids",0.0086372069162
"1511","US",2045,"1p5","biomass",0.0000009646669
"1512","US",2045,"1p5","coal",0.0000129694215
"1513","US",2045,"1p5","coal with CCS",0.083739793
"1514","US",2045,"1p5","electricity",0.2226014881897
"1515","US",2045,"1p5","gas",0.000062601902759
"1516","US",2045,"1p5","gas with CCS",0.04283216605
"1517","US",2045,"1p5","hydrogen",0.0823471519384
"1518","US",2045,"1p5","refined liquids",0.005192387772388
"1519","US",2045,"1p5","refined liquids with CCS",0.000549160991
"1520","US",2045,"1p5 delay","biomass",0.000017087248
"1521","US",2045,"1p5 delay","coal",0.00047986237
"1522","US",2045,"1p5 delay","coal with CCS",0.078746872
"1523","US",2045,"1p5 delay","electricity",0.2243870250845
"1524","US",2045,"1p5 delay","gas",0.000426265087828
"1525","US",2045,"1p5 delay","gas with CCS",0.06186762155
"1526","US",2045,"1p5 delay","hydrogen",0.076297569194
"1527","US",2045,"1p5 delay","refined liquids",0.005240852337222
"1528","US",2045,"1p5 delay","refined liquids with CCS",0.000789765368
"1529","US",2050,"Ref","biomass",0.003558659
"1530","US",2050,"Ref","coal",0.650495454
"1531","US",2050,"Ref","electricity",0.24585269189
"1532","US",2050,"Ref","gas",0.313441144284
"1533","US",2050,"Ref","hydrogen",0.0169665025
"1534","US",2050,"Ref","refined liquids",0.008482942634
"1535","US",2050,"1p5","biomass",0.000000001869262
"1536","US",2050,"1p5","coal",0.000000068610537
"1537","US",2050,"1p5","coal with CCS",0.0244729882
"1538","US",2050,"1p5","electricity",0.213851366075795
"1539","US",2050,"1p5","gas",0.00000067154106
"1540","US",2050,"1p5","gas with CCS",0.006767463081
"1541","US",2050,"1p5","hydrogen",0.089018082097621
"1542","US",2050,"1p5","refined liquids",0.00512150944605
"1543","US",2050,"1p5","refined liquids with CCS",0.00008768706
"1544","US",2050,"1p5 delay","biomass",0.000000001112851
"1545","US",2050,"1p5 delay","coal",0.000000026624291
"1546","US",2050,"1p5 delay","coal with CCS",0.0170736067
"1547","US",2050,"1p5 delay","electricity",0.214480075813992
"1548","US",2050,"1p5 delay","gas",0.000000206585167
"1549","US",2050,"1p5 delay","gas with CCS",0.003924164143
"1550","US",2050,"1p5 delay","hydrogen",0.083540531071484
"1551","US",2050,"1p5 delay","refined liquids",0.00518741355868
"1552","US",2050,"1p5 delay","refined liquids with CCS",0.000051081972
