"","region","scenario","sector","Units","year","emission","value","year "
"459","Global","Ref","iron and steel","MTCO2",2080,"total_indirect",NA,"2080"
"460","Global","1p5","iron and steel","MTCO2",2095,"total_indirect",NA,"2095"
"461","Global","1p5 delay","iron and steel","MTCO2",2095,"total_indirect",NA,"2095"
"462","Global","Ref","iron and steel","MTCO2",2095,"total_indirect",NA,"2095"
"463","India","1p5","iron and steel","MTCO2",1990,"total_indirect",0,"1990"
"464","India","1p5 delay","iron and steel","MTCO2",1990,"total_indirect",0,"1990"
"465","India","Ref","iron and steel","MTCO2",1990,"total_indirect",0,"1990"
"466","India","1p5","iron and steel","MTCO2",2005,"total_indirect",0,"2005"
"467","India","1p5 delay","iron and steel","MTCO2",2005,"total_indirect",0,"2005"
"468","India","Ref","iron and steel","MTCO2",2005,"total_indirect",0,"2005"
"469","India","1p5","iron and steel","MTCO2",2010,"total_indirect",64.0349459786031,"2010"
"470","India","1p5 delay","iron and steel","MTCO2",2010,"total_indirect",64.0349459786031,"2010"
"471","India","Ref","iron and steel","MTCO2",2010,"total_indirect",64.0349459786031,"2010"
"472","India","1p5","iron and steel","MTCO2",2015,"total_indirect",66.6696935705062,"2015"
"473","India","1p5 delay","iron and steel","MTCO2",2015,"total_indirect",66.6696935705062,"2015"
"474","India","Ref","iron and steel","MTCO2",2015,"total_indirect",66.6696935705062,"2015"
"475","India","1p5","iron and steel","MTCO2",2020,"total_indirect",83.1326965741941,"2020"
"476","India","1p5 delay","iron and steel","MTCO2",2020,"total_indirect",83.1326722953274,"2020"
"477","India","Ref","iron and steel","MTCO2",2020,"total_indirect",82.4312370797696,"2020"
"478","India","1p5","iron and steel","MTCO2",2025,"total_indirect",85.0450855710893,"2025"
"479","India","1p5 delay","iron and steel","MTCO2",2025,"total_indirect",132.748756133878,"2025"
"480","India","Ref","iron and steel","MTCO2",2025,"total_indirect",132.495482482417,"2025"
"481","India","1p5","iron and steel","MTCO2",2030,"total_indirect",49.7719916884331,"2030"
"482","India","1p5 delay","iron and steel","MTCO2",2030,"total_indirect",166.043013105841,"2030"
"483","India","Ref","iron and steel","MTCO2",2030,"total_indirect",166.952396815819,"2030"
"484","India","1p5","iron and steel","MTCO2",2035,"total_indirect",12.5933511793979,"2035"
"485","India","1p5 delay","iron and steel","MTCO2",2035,"total_indirect",132.802443664944,"2035"
"486","India","Ref","iron and steel","MTCO2",2035,"total_indirect",195.588608144052,"2035"
"487","India","1p5","iron and steel","MTCO2",2040,"total_indirect",-8.46208037109611,"2040"
"488","India","1p5 delay","iron and steel","MTCO2",2040,"total_indirect",49.1800887379762,"2040"
"489","India","Ref","iron and steel","MTCO2",2040,"total_indirect",219.059621280005,"2040"
"490","India","1p5","iron and steel","MTCO2",2045,"total_indirect",-23.8259258553288,"2045"
"491","India","1p5 delay","iron and steel","MTCO2",2045,"total_indirect",-17.6202097344703,"2045"
"492","India","Ref","iron and steel","MTCO2",2045,"total_indirect",237.797166892536,"2045"
"493","India","1p5","iron and steel","MTCO2",2050,"total_indirect",-27.6429862292257,"2050"
"494","India","1p5 delay","iron and steel","MTCO2",2050,"total_indirect",-39.2656669680455,"2050"
"495","India","Ref","iron and steel","MTCO2",2050,"total_indirect",250.741505109002,"2050"
"496","India","1p5","iron and steel","MTCO2",2065,"total_indirect",NA,"2065"
"497","India","1p5 delay","iron and steel","MTCO2",2065,"total_indirect",NA,"2065"
"498","India","Ref","iron and steel","MTCO2",2065,"total_indirect",NA,"2065"
"499","India","1p5","iron and steel","MTCO2",2080,"total_indirect",NA,"2080"
"500","India","1p5 delay","iron and steel","MTCO2",2080,"total_indirect",NA,"2080"
"501","India","Ref","iron and steel","MTCO2",2080,"total_indirect",NA,"2080"
"502","India","1p5","iron and steel","MTCO2",2095,"total_indirect",NA,"2095"
"503","India","1p5 delay","iron and steel","MTCO2",2095,"total_indirect",NA,"2095"
"504","India","Ref","iron and steel","MTCO2",2095,"total_indirect",NA,"2095"
"505","Japan","1p5","iron and steel","MTCO2",1990,"total_indirect",34.4132677197938,"1990"
"506","Japan","1p5 delay","iron and steel","MTCO2",1990,"total_indirect",34.4132677197938,"1990"
"507","Japan","Ref","iron and steel","MTCO2",1990,"total_indirect",34.4132677197938,"1990"
"508","Japan","1p5","iron and steel","MTCO2",2005,"total_indirect",33.1479774271222,"2005"
"509","Japan","1p5 delay","iron and steel","MTCO2",2005,"total_indirect",33.1479774271222,"2005"
"510","Japan","Ref","iron and steel","MTCO2",2005,"total_indirect",33.1479774271222,"2005"
"511","Japan","1p5","iron and steel","MTCO2",2010,"total_indirect",31.9040289462054,"2010"
"512","Japan","1p5 delay","iron and steel","MTCO2",2010,"total_indirect",31.9040289462054,"2010"
"513","Japan","Ref","iron and steel","MTCO2",2010,"total_indirect",31.9040289462054,"2010"
"514","Japan","1p5","iron and steel","MTCO2",2015,"total_indirect",38.8115937505332,"2015"
"515","Japan","1p5 delay","iron and steel","MTCO2",2015,"total_indirect",38.8115937505332,"2015"
"516","Japan","Ref","iron and steel","MTCO2",2015,"total_indirect",38.8115937505332,"2015"
"517","Japan","1p5","iron and steel","MTCO2",2020,"total_indirect",37.0182938865603,"2020"
"518","Japan","1p5 delay","iron and steel","MTCO2",2020,"total_indirect",37.0182939474517,"2020"
"519","Japan","Ref","iron and steel","MTCO2",2020,"total_indirect",37.0388582775573,"2020"
"520","Japan","1p5","iron and steel","MTCO2",2025,"total_indirect",28.3293156799989,"2025"
"521","Japan","1p5 delay","iron and steel","MTCO2",2025,"total_indirect",33.7671717469612,"2025"
"522","Japan","Ref","iron and steel","MTCO2",2025,"total_indirect",35.6388910031913,"2025"
"523","Japan","1p5","iron and steel","MTCO2",2030,"total_indirect",18.6455416048567,"2030"
"524","Japan","1p5 delay","iron and steel","MTCO2",2030,"total_indirect",31.5940637178192,"2030"
"525","Japan","Ref","iron and steel","MTCO2",2030,"total_indirect",33.364769017341,"2030"
"526","Japan","1p5","iron and steel","MTCO2",2035,"total_indirect",6.82583802730248,"2035"
"527","Japan","1p5 delay","iron and steel","MTCO2",2035,"total_indirect",21.9897230864323,"2035"
"528","Japan","Ref","iron and steel","MTCO2",2035,"total_indirect",31.082473810127,"2035"
"529","Japan","1p5","iron and steel","MTCO2",2040,"total_indirect",-0.335019741243598,"2040"
"530","Japan","1p5 delay","iron and steel","MTCO2",2040,"total_indirect",8.43850658379903,"2040"
"531","Japan","Ref","iron and steel","MTCO2",2040,"total_indirect",28.7307989006107,"2040"
"532","Japan","1p5","iron and steel","MTCO2",2045,"total_indirect",-3.30102224844757,"2045"
"533","Japan","1p5 delay","iron and steel","MTCO2",2045,"total_indirect",-1.94903863642644,"2045"
"534","Japan","Ref","iron and steel","MTCO2",2045,"total_indirect",27.0020575634823,"2045"
"535","Japan","1p5","iron and steel","MTCO2",2050,"total_indirect",-5.02331732250644,"2050"
"536","Japan","1p5 delay","iron and steel","MTCO2",2050,"total_indirect",-4.6176727668733,"2050"
"537","Japan","Ref","iron and steel","MTCO2",2050,"total_indirect",25.0913840814497,"2050"
"538","Japan","1p5","iron and steel","MTCO2",2065,"total_indirect",NA,"2065"
"539","Japan","1p5 delay","iron and steel","MTCO2",2065,"total_indirect",NA,"2065"
"540","Japan","Ref","iron and steel","MTCO2",2065,"total_indirect",NA,"2065"
"541","Japan","1p5","iron and steel","MTCO2",2080,"total_indirect",NA,"2080"
"542","Japan","1p5 delay","iron and steel","MTCO2",2080,"total_indirect",NA,"2080"
"543","Japan","Ref","iron and steel","MTCO2",2080,"total_indirect",NA,"2080"
"544","Japan","1p5","iron and steel","MTCO2",2095,"total_indirect",NA,"2095"
"545","Japan","1p5 delay","iron and steel","MTCO2",2095,"total_indirect",NA,"2095"
"546","Japan","Ref","iron and steel","MTCO2",2095,"total_indirect",NA,"2095"
"547","ROW","1p5","iron and steel","MTCO2",1990,"total_indirect",129.272880572684,"1990"
"548","ROW","1p5 delay","iron and steel","MTCO2",1990,"total_indirect",129.272880572684,"1990"
"549","ROW","Ref","iron and steel","MTCO2",1990,"total_indirect",129.272880572684,"1990"
"550","ROW","1p5","iron and steel","MTCO2",2005,"total_indirect",115.009999507264,"2005"
"551","ROW","1p5 delay","iron and steel","MTCO2",2005,"total_indirect",115.009999506746,"2005"
"552","ROW","Ref","iron and steel","MTCO2",2005,"total_indirect",115.00999518788,"2005"
"553","ROW","1p5","iron and steel","MTCO2",2010,"total_indirect",132.620493339519,"2010"
"554","ROW","1p5 delay","iron and steel","MTCO2",2010,"total_indirect",132.620493302733,"2010"
"555","ROW","Ref","iron and steel","MTCO2",2010,"total_indirect",132.620496595279,"2010"
"556","ROW","1p5","iron and steel","MTCO2",2015,"total_indirect",129.261625894459,"2015"
"557","ROW","1p5 delay","iron and steel","MTCO2",2015,"total_indirect",129.261625856493,"2015"
"558","ROW","Ref","iron and steel","MTCO2",2015,"total_indirect",129.261610229426,"2015"
"559","ROW","1p5","iron and steel","MTCO2",2020,"total_indirect",126.766160046785,"2020"
"560","ROW","1p5 delay","iron and steel","MTCO2",2020,"total_indirect",126.766514381238,"2020"
"561","ROW","Ref","iron and steel","MTCO2",2020,"total_indirect",127.251493499248,"2020"
"562","ROW","1p5","iron and steel","MTCO2",2025,"total_indirect",76.8205511763792,"2025"
"563","ROW","1p5 delay","iron and steel","MTCO2",2025,"total_indirect",136.453226999246,"2025"
"564","ROW","Ref","iron and steel","MTCO2",2025,"total_indirect",137.380739422152,"2025"
"565","ROW","1p5","iron and steel","MTCO2",2030,"total_indirect",43.3909267716085,"2030"
"566","ROW","1p5 delay","iron and steel","MTCO2",2030,"total_indirect",153.438452663677,"2030"
"567","ROW","Ref","iron and steel","MTCO2",2030,"total_indirect",150.080911946226,"2030"
"568","ROW","1p5","iron and steel","MTCO2",2035,"total_indirect",11.2068602433051,"2035"
"569","ROW","1p5 delay","iron and steel","MTCO2",2035,"total_indirect",78.7786506988986,"2035"
"570","ROW","Ref","iron and steel","MTCO2",2035,"total_indirect",164.268046981146,"2035"
"571","ROW","1p5","iron and steel","MTCO2",2040,"total_indirect",-24.7223160265517,"2040"
"572","ROW","1p5 delay","iron and steel","MTCO2",2040,"total_indirect",30.0761223563619,"2040"
"573","ROW","Ref","iron and steel","MTCO2",2040,"total_indirect",184.193041924404,"2040"
"574","ROW","1p5","iron and steel","MTCO2",2045,"total_indirect",-68.507159731936,"2045"
"575","ROW","1p5 delay","iron and steel","MTCO2",2045,"total_indirect",-42.1697094296288,"2045"
"576","ROW","Ref","iron and steel","MTCO2",2045,"total_indirect",214.966352987425,"2045"
"577","ROW","1p5","iron and steel","MTCO2",2050,"total_indirect",-89.6586894585366,"2050"
"578","ROW","1p5 delay","iron and steel","MTCO2",2050,"total_indirect",-82.1484351292509,"2050"
"579","ROW","Ref","iron and steel","MTCO2",2050,"total_indirect",255.350555798169,"2050"
"580","ROW","1p5","iron and steel","MTCO2",2065,"total_indirect",NA,"2065"
"581","ROW","1p5 delay","iron and steel","MTCO2",2065,"total_indirect",NA,"2065"
"582","ROW","Ref","iron and steel","MTCO2",2065,"total_indirect",NA,"2065"
"583","ROW","1p5","iron and steel","MTCO2",2080,"total_indirect",NA,"2080"
"584","ROW","1p5 delay","iron and steel","MTCO2",2080,"total_indirect",NA,"2080"
"585","ROW","Ref","iron and steel","MTCO2",2080,"total_indirect",NA,"2080"
"586","ROW","1p5","iron and steel","MTCO2",2095,"total_indirect",NA,"2095"
"587","ROW","1p5 delay","iron and steel","MTCO2",2095,"total_indirect",NA,"2095"
"588","ROW","Ref","iron and steel","MTCO2",2095,"total_indirect",NA,"2095"
"589","South Korea","1p5","iron and steel","MTCO2",1990,"total_indirect",3.66802888504397,"1990"
"590","South Korea","1p5 delay","iron and steel","MTCO2",1990,"total_indirect",3.66802888504397,"1990"
"591","South Korea","Ref","iron and steel","MTCO2",1990,"total_indirect",3.66802888504397,"1990"
"592","South Korea","1p5","iron and steel","MTCO2",2005,"total_indirect",21.1355513685371,"2005"
"593","South Korea","1p5 delay","iron and steel","MTCO2",2005,"total_indirect",21.1355632781355,"2005"
"594","South Korea","Ref","iron and steel","MTCO2",2005,"total_indirect",21.1355513438098,"2005"
"595","South Korea","1p5","iron and steel","MTCO2",2010,"total_indirect",26.9680498737961,"2010"
"596","South Korea","1p5 delay","iron and steel","MTCO2",2010,"total_indirect",26.9680491471291,"2010"
"597","South Korea","Ref","iron and steel","MTCO2",2010,"total_indirect",26.9680491471291,"2010"
"598","South Korea","1p5","iron and steel","MTCO2",2015,"total_indirect",27.8468862778933,"2015"
"599","South Korea","1p5 delay","iron and steel","MTCO2",2015,"total_indirect",27.8468857558232,"2015"
"600","South Korea","Ref","iron and steel","MTCO2",2015,"total_indirect",27.8468857558232,"2015"
"601","South Korea","1p5","iron and steel","MTCO2",2020,"total_indirect",29.0575317974179,"2020"
"602","South Korea","1p5 delay","iron and steel","MTCO2",2020,"total_indirect",29.0575290940643,"2020"
"603","South Korea","Ref","iron and steel","MTCO2",2020,"total_indirect",29.4313060606477,"2020"
"604","South Korea","1p5","iron and steel","MTCO2",2025,"total_indirect",21.6354313437834,"2025"
"605","South Korea","1p5 delay","iron and steel","MTCO2",2025,"total_indirect",28.0945958004901,"2025"
"606","South Korea","Ref","iron and steel","MTCO2",2025,"total_indirect",29.0602607905135,"2025"
"607","South Korea","1p5","iron and steel","MTCO2",2030,"total_indirect",14.2896126923818,"2030"
"608","South Korea","1p5 delay","iron and steel","MTCO2",2030,"total_indirect",26.870311005621,"2030"
"609","South Korea","Ref","iron and steel","MTCO2",2030,"total_indirect",28.0139608904492,"2030"
"610","South Korea","1p5","iron and steel","MTCO2",2035,"total_indirect",7.07938967966975,"2035"
"611","South Korea","1p5 delay","iron and steel","MTCO2",2035,"total_indirect",18.5896595926746,"2035"
"612","South Korea","Ref","iron and steel","MTCO2",2035,"total_indirect",26.3350512329194,"2035"
"613","South Korea","1p5","iron and steel","MTCO2",2040,"total_indirect",0.94837222646505,"2040"
"614","South Korea","1p5 delay","iron and steel","MTCO2",2040,"total_indirect",8.9094586770836,"2040"
"615","South Korea","Ref","iron and steel","MTCO2",2040,"total_indirect",24.3672574248733,"2040"
"616","South Korea","1p5","iron and steel","MTCO2",2045,"total_indirect",-1.3749471916874,"2045"
"617","South Korea","1p5 delay","iron and steel","MTCO2",2045,"total_indirect",-0.52136635852249,"2045"
"618","South Korea","Ref","iron and steel","MTCO2",2045,"total_indirect",22.4950455128324,"2045"
"619","South Korea","1p5","iron and steel","MTCO2",2050,"total_indirect",-1.6759246195217,"2050"
"620","South Korea","1p5 delay","iron and steel","MTCO2",2050,"total_indirect",-1.50942131907609,"2050"
"621","South Korea","Ref","iron and steel","MTCO2",2050,"total_indirect",20.4254778842326,"2050"
"622","South Korea","1p5","iron and steel","MTCO2",2065,"total_indirect",NA,"2065"
"623","South Korea","1p5 delay","iron and steel","MTCO2",2065,"total_indirect",NA,"2065"
"624","South Korea","Ref","iron and steel","MTCO2",2065,"total_indirect",NA,"2065"
"625","South Korea","1p5","iron and steel","MTCO2",2080,"total_indirect",NA,"2080"
"626","South Korea","1p5 delay","iron and steel","MTCO2",2080,"total_indirect",NA,"2080"
"627","South Korea","Ref","iron and steel","MTCO2",2080,"total_indirect",NA,"2080"
"628","South Korea","1p5","iron and steel","MTCO2",2095,"total_indirect",NA,"2095"
"629","South Korea","1p5 delay","iron and steel","MTCO2",2095,"total_indirect",NA,"2095"
"630","South Korea","Ref","iron and steel","MTCO2",2095,"total_indirect",NA,"2095"
"631","US","1p5","iron and steel","MTCO2",1990,"total_indirect",50.8051179061383,"1990"
"632","US","1p5 delay","iron and steel","MTCO2",1990,"total_indirect",50.8051179061383,"1990"
"633","US","Ref","iron and steel","MTCO2",1990,"total_indirect",50.8051179061383,"1990"
"634","US","1p5","iron and steel","MTCO2",2005,"total_indirect",38.875147222725,"2005"
"635","US","1p5 delay","iron and steel","MTCO2",2005,"total_indirect",38.875147222725,"2005"
"636","US","Ref","iron and steel","MTCO2",2005,"total_indirect",38.8751472228259,"2005"
"637","US","1p5","iron and steel","MTCO2",2010,"total_indirect",29.307826474713,"2010"
"638","US","1p5 delay","iron and steel","MTCO2",2010,"total_indirect",29.307826474713,"2010"
"639","US","Ref","iron and steel","MTCO2",2010,"total_indirect",29.307826474713,"2010"
"640","US","1p5","iron and steel","MTCO2",2015,"total_indirect",27.6789544666164,"2015"
"641","US","1p5 delay","iron and steel","MTCO2",2015,"total_indirect",27.6789544666164,"2015"
"642","US","Ref","iron and steel","MTCO2",2015,"total_indirect",27.6789544666164,"2015"
"643","US","1p5","iron and steel","MTCO2",2020,"total_indirect",28.8726343861601,"2020"
"644","US","1p5 delay","iron and steel","MTCO2",2020,"total_indirect",28.8726344415417,"2020"
"645","US","Ref","iron and steel","MTCO2",2020,"total_indirect",29.1263352384044,"2020"
"646","US","1p5","iron and steel","MTCO2",2025,"total_indirect",18.9982754940836,"2025"
"647","US","1p5 delay","iron and steel","MTCO2",2025,"total_indirect",28.0189351115118,"2025"
"648","US","Ref","iron and steel","MTCO2",2025,"total_indirect",29.2286706526982,"2025"
"649","US","1p5","iron and steel","MTCO2",2030,"total_indirect",10.0867925387547,"2030"
"650","US","1p5 delay","iron and steel","MTCO2",2030,"total_indirect",29.6522325775835,"2030"
"651","US","Ref","iron and steel","MTCO2",2030,"total_indirect",29.5847227072025,"2030"
"652","US","1p5","iron and steel","MTCO2",2035,"total_indirect",3.1507362155582,"2035"
"653","US","1p5 delay","iron and steel","MTCO2",2035,"total_indirect",17.032724357766,"2035"
"654","US","Ref","iron and steel","MTCO2",2035,"total_indirect",29.8268638708463,"2035"
"655","US","1p5","iron and steel","MTCO2",2040,"total_indirect",-3.20661979340251,"2040"
"656","US","1p5 delay","iron and steel","MTCO2",2040,"total_indirect",5.83613679972253,"2040"
"657","US","Ref","iron and steel","MTCO2",2040,"total_indirect",29.4492780635449,"2040"
"658","US","1p5","iron and steel","MTCO2",2045,"total_indirect",-8.27803466730713,"2045"
"659","US","1p5 delay","iron and steel","MTCO2",2045,"total_indirect",-4.69970810911134,"2045"
"660","US","Ref","iron and steel","MTCO2",2045,"total_indirect",29.6010342371415,"2045"
"661","US","1p5","iron and steel","MTCO2",2050,"total_indirect",-9.5702966393484,"2050"
"662","US","1p5 delay","iron and steel","MTCO2",2050,"total_indirect",-7.2273277231687,"2050"
"663","US","Ref","iron and steel","MTCO2",2050,"total_indirect",29.2267569851701,"2050"
"664","US","1p5","iron and steel","MTCO2",2065,"total_indirect",NA,"2065"
"665","US","1p5 delay","iron and steel","MTCO2",2065,"total_indirect",NA,"2065"
"666","US","Ref","iron and steel","MTCO2",2065,"total_indirect",NA,"2065"
"667","US","1p5","iron and steel","MTCO2",2080,"total_indirect",NA,"2080"
"668","US","1p5 delay","iron and steel","MTCO2",2080,"total_indirect",NA,"2080"
"669","US","Ref","iron and steel","MTCO2",2080,"total_indirect",NA,"2080"
"670","US","1p5","iron and steel","MTCO2",2095,"total_indirect",NA,"2095"
"671","US","1p5 delay","iron and steel","MTCO2",2095,"total_indirect",NA,"2095"
"672","US","Ref","iron and steel","MTCO2",2095,"total_indirect",NA,"2095"
